cog_job,man_job,wage_h,cog_skill,man_skill,weight
.5301461,-.3748226,18.95366,1.94012,.648523,.9399334
.7161934,-2.591256,6.397608,.6083025,-.4028525,1.218293
-.0397986,-1.678688,16.44245,-2.609335,.375991,.8573605
.2081915,1.418454,8.340807,-.0069661,-.1857363,1.104373
-.3894478,-.0264993,26.15845,-.9908696,.2712045,.9567325
-1.537115,1.30051,4.289985,-.3347603,1.150079,1.212519
-.5844424,-.1711869,8.594917,.0772044,-.142059,.9340231
.9716471,-.5990305,16.48729,.6331577,-1.038575,.8040891
1.840222,.7626362,15.69507,-1.318867,.3239464,1.089499
.6033353,-1.237435,31.2855,2.419814,.6051948,1.004761
.3996859,-.2744344,12.6009,-.8179989,-.1917827,.7429593
-.4538117,1.654089,13.07922,-.3147501,1.437171,1.098908
-.8949681,.5955027,13.64723,-1.900335,-.029643,.9538417
-.6567667,.8191512,10.91181,1.532023,.7740559,.9189627
-.1294208,-.5428638,9.551569,-.8125825,-1.119644,.8004816
.9368834,-.7322901,53.37817,1.07374,-1.096408,.9658772
.8404019,-1.186558,13.07922,-.3212543,-.3988085,.9658772
.5005909,.1381845,20.83707,.0335512,.316793,.9537131
-.0838077,.2562172,3.467862,-.3526695,1.143652,1.162515
-1.117837,.9930984,11.70404,-.2175621,.1010933,1.064979
-.2911196,.592972,5.829596,.395537,-.5694056,1.05704
-1.422089,1.182511,8.96861,-.1283162,1.804944,1.143533
1.599727,-.6992699,28.74439,.4616607,-.3355174,1.251
1.24902,-.4344017,13.27354,.1345471,1.435126,1.324763
-1.752018,.4210637,9.043348,-.8005252,.0987177,.8511379
.4770599,.1633499,7.100149,.4884518,-.9020362,.9466487
-1.627408,1.521044,8.38565,-.2692332,1.009835,1.08908
.3365296,1.231099,15.69507,.3699195,1.685555,.9466487
-.2157586,2.462,11.21076,-.3333604,1.420804,1.040213
-.3521981,1.312845,29.14798,.1038988,1.501906,.8927983
1.067737,-.2610771,22.27205,1.33643,-1.841876,.8737921
-1.472917,1.167439,16.51719,-1.268798,-.7402754,1.128593
1.261076,-.4413313,26.90583,-1.191867,1.031691,1.026419
-.3434472,.562237,15.7997,.0460278,-.0711943,1.005261
.4714479,.157914,25.54559,-1.521412,.5015753,1.005261
.1871048,1.372267,19.22272,-.4558398,.2461879,1.150961
-.5677217,-.141546,7.847533,-.6252896,-1.974979,1.000085
.7758491,-.9311268,16.06876,.2895905,-.58016,1.150961
.3063128,1.063626,8.96861,.7647195,.6058465,.8174185
1.332374,-1.527837,18.7145,-.3069673,-1.101673,.9543287
.4926479,.1551475,13.73692,-.3964139,.7473885,1.035867
1.005281,-.6144214,18.38565,.5917039,-.3904905,.9000795
-1.279479,.2384648,12.33184,-.16526,-.705056,.8174185
-.3458919,.559471,23.2287,-1.8209,-.0228896,1.016631
.3405525,-1.360263,12.92975,-.4566876,1.183368,1.082952
-1.639819,-.1802795,8.96861,.9057484,.4315434,1.004184
2.387982,-.739623,16.81614,.1100434,-.6182361,1.082952
.1357774,.0126389,9.372197,.7837566,-1.135468,.9977056
.597719,-1.269509,14.99253,.072892,.1341553,.9775305
-.2053572,2.305441,1.390134,-.714168,2.176069,.9404076
.1424432,.0105426,2.242152,1.262492,-1.058757,.9110896
.7186708,-2.633718,5.979073,.647803,-.126633,.8629566
.209507,1.464109,14.2003,-1.481745,.7785923,.8740365
-.0411223,-1.668449,12.40658,.9143969,.6680772,.8629566
-.0145676,-1.638623,13.45291,-.6186068,-.1581891,.8696957
-.8077607,.4964176,11.95815,.4753411,-.1787319,1.005544
-.3720477,.4348961,12.33184,-.3605307,1.525948,1.005544
.5196952,.6463031,12.70553,1.218184,.0267678,.8139009
-.0548584,-1.781935,7.473841,-.1803648,.6707186,.8139009
-2.07242,.4062053,4.603886,-3.012055,.621802,.8812038
-2.365612,-.0751947,6.950673,-1.722114,.4582999,.8984843
2.172085,-.5789235,14.8281,.0683907,-.5662405,.8685599
1.409498,-2.137473,21.55456,.2969736,-.3246269,.8740365
-.0934428,-1.283455,5.754858,1.68488,.4576375,.8139009
1.01178,-.613623,16.98057,.6864341,-1.82805,.9960589
-1.287695,.232842,8.96861,1.020412,-1.140279,1.081771
-1.354649,.2170462,16.18834,.6066176,1.069001,.8839384
.7739065,-.9356226,29.82063,.3877828,-.4870387,.8740365
-1.831501,.3429651,12.54111,-1.839626,.923129,.8740365
.7294165,-1.130573,15.20179,.0064035,.0693532,.8139009
-2.354823,-.0897346,7.025411,1.534179,.3337104,1.002989
.2991341,.6232547,13.81166,.5140973,-.6338624,1.03003
2.139442,-.3338057,50.29895,.8276502,-.6218477,.9142873
1.524603,-1.439252,14.2003,-.1217875,-.5392252,.9693929
.1017075,-.3132313,7.100149,-.3039327,-.0139777,.9693929
-.1632266,-.5122398,8.96861,2.057801,.8229532,.9693929
.3548272,1.829215,17.95217,-.2538166,.9467762,.8029607
-.0719171,.1031027,18.6846,.9801131,-.1932867,.9142873
-.7030357,.8825461,9.715994,-.0781427,-.5618609,1.090566
-.3017735,-.115013,20.92676,-.8810815,-1.411728,1.028573
1.203887,-.4068778,17.90732,.8998724,-.2061826,.9432157
-1.026722,.7047343,12.51121,-1.774158,.284699,.8029607
-.5341649,.6747944,12.49626,-.1477661,.8676209,.9481501
.3913116,-.8027412,21.25561,-.2060052,.9213691,1.005296
.6376956,2.034378,18.34081,.7456775,.2377978,1.061785
-.9490728,.5758362,13.45291,-.1390337,.517691,.837871
.0411757,.3878341,25.62033,1.202283,-.4941155,.9237739
1.145348,.3586729,20.83707,1.233531,-.3945407,.8029607
-.4687694,1.665747,16.86099,.164258,1.517216,1.157731
-1.111003,.9816528,24.31988,.5086065,1.830097,1.157731
1.0149,-.620785,13.67713,1.145884,-1.297149,.9262365
.2970319,.619568,11.79372,-.4188764,.3573783,.9241745
-.8480316,-1.004655,17.18983,.4369945,-.3252385,.9915693
-.9183065,-.0460506,11.22571,-.5917625,-2.484998,.9130046
-.962666,.9177601,10.46338,-1.161563,.6783987,.8991606
-.700622,.8263166,12.33184,-.8701611,.5391665,1.139453
.722231,1.117128,13.64723,.2532524,1.065726,1.294833
-.761309,.3061408,6.726457,.0919483,.9877086,1.197589
.4943643,.1620866,16.51719,-1.04603,.3738867,1.143112
-.3515145,1.311443,5.186846,-.2492348,.1751609,.968033
1.625418,-.6979285,22.27205,.6772699,-.7288297,.9743199
.2426949,-1.05243,10.46338,-1.217645,.649343,1.000646
.7410721,-.6707784,18.81913,.8866147,-.6869304,1.183642
.3814608,-.7803072,16.51719,.2272341,-.7828793,1.162125
-1.186784,.9532409,11.49477,1.091406,.1854263,1.162125
-1.367042,.7750354,13.07922,-.3392583,-.0206575,1.027358
.2133716,1.446142,13.46786,-.1429659,3.347881,1.114
-.1577256,-.5273916,15.20179,-.5510055,-1.747644,.8197028
-.3380839,1.125364,17.23468,-1.275836,.8574677,1.050814
-.6204754,.8687792,8.011958,-1.326043,-1.032504,.8794799
-1.465806,1.14782,17.81764,-.6151024,1.14725,1.050814
.6716487,1.586411,17.36921,.1784435,.706117,1.127386
-1.694692,.3995087,10.3139,-2.046628,.6983808,.8641805
.0901935,.5235752,22.58595,.7727124,-1.128616,.8292133
-.5241646,.6883199,11.2556,-.1894818,-1.22172,.8097972
.7779635,-.9503203,9.402093,-.3272673,.3829082,.8197028
-.3375148,-.3483877,8.594917,.3231038,-.3419646,.8097972
.6587315,1.554032,20.32885,-.0692467,.6073178,.9665315
-1.672896,-.1784448,14.36472,-2.667293,.5248392,.9360392
-1.634917,-.1814826,9.955156,.9310299,1.508462,.9665315
.4742738,.1655358,11.21076,-1.846865,.4006501,.8939542
.2063481,1.384035,18.60987,-.1973868,.9989184,.8292133
.0813852,-.7431534,13.06427,.1689522,2.070589,1.287537
-1.1617,.9540879,10.46338,-2.042283,.9313217,.8097972
2.079004,.753103,21.01644,2.068005,-.3396796,.8512297
1.00325,-.6439841,14.63378,.9166547,-1.168922,.8974166
.9631094,-.6103975,21.55456,1.508426,-1.107124,.8611059
-.3138435,-.1130629,7.473841,-.1554536,-.3965495,.8409419
.2797664,-1.073243,13.45291,.7475979,-1.295856,.8409419
1.117132,-.3927173,22.98954,.6224205,-.7005176,.959932
-.5897722,-.1723964,6.502242,-.9451531,-1.244514,1.287537
-.4158256,.532208,6.352765,-1.592169,.6966581,1.159837
.1102591,-.3032215,7.847533,.209485,-.7804379,.9092941
-2.385028,-.0727295,5.605381,-.8689494,.0776988,1.250748
.1907714,1.377228,9.895366,-.175776,1.118474,1.294941
-1.697108,.4038365,11.95815,-1.156088,.4503972,.9092941
-.8055161,.4893779,9.192825,-1.527951,-.0903631,.9893162
.562056,-.8584214,11.49477,.1518178,.1767077,1.1674
.9860028,-.6161098,17.23468,.9300407,-2.554567,1.124655
.7704242,-.9272076,22.63079,.295278,-.4357743,.9632989
-.0125952,-1.88885,6.726457,1.050734,-1.220135,1.133291
1.925825,.725396,13.28849,1.143549,-.193905,1.133291
2.575508,-.7621476,26.12855,1.72307,-1.561321,.9665021
-.2039387,2.225893,13.64723,-1.309385,.5133176,.9665021
-2.107603,.3691832,9.641255,-.779767,2.558473,.995458
.3751014,-.8091483,13.94619,-.6833579,-.77543,1.097655
-1.339362,.2215177,10.67265,.6974956,2.368531,.9990104
-1.861513,.3282847,9.058296,-1.767988,.5609182,.8993426
-.2307313,-.3374802,5.411061,1.905751,1.148521,.9906357
.3892854,-.8066472,20.11958,.2008838,.4403721,.9133354
1.046419,-.3564778,11.95815,-1.381277,.6065465,.8774345
.7230496,1.113333,14.36472,.7045652,.0960318,.9498684
-.4166652,.5446848,14.36472,-.6685166,.4840912,1.024486
1.63613,.9339836,17.93722,.5591539,.5787769,.7931874
.8557857,-1.200307,23.93124,.7215574,-.5918607,.7931874
.833412,-.661801,43.10912,.1403499,-.1010977,.968384
.0781803,-.7481025,14.94768,-.3971578,.2357342,.8959004
-1.031628,.0971,6.786248,-.8246325,-1.449243,.968384
.1930324,1.437689,15.7997,.344413,.2288881,.8959004
-.8261929,.4956628,15.1719,.9027076,.1625606,.7626804
.4487165,-1.944967,16.51719,.1551925,-.5425125,.7828683
-1.436196,1.208806,11.95815,-.151205,.0688117,1.015352
-1.524676,1.295146,8.550075,-1.259144,.362568,.9094191
-.6961685,.7976894,11.52466,1.646648,.3867422,.9095257
-.9051398,.3747458,17.93722,.0321111,-.085737,.7626804
-1.229424,.1882462,14.2003,.1227462,1.532261,1.103223
-.8611193,.9794134,8.759342,-.3841584,.9387091,1.126443
-.4152544,.5337273,22.42152,-.7832889,1.919029,.7893777
-1.220218,.189264,8.295964,-.337483,-.8719016,.5572213
-2.009311,.3471539,10.56801,.0973981,.4768086,.907936
-.6237437,.8015302,13.2287,.1828529,-.252328,.7893777
-1.35944,.781961,13.45291,.0019514,-.0611109,1.160359
.356339,1.816843,19.9701,.5267047,.0193896,1.160359
-.66014,.877534,14.45441,-.8070191,1.014839,.8114254
.5411109,-.8775854,14.2003,.1669566,1.01274,.8048242
-.9202064,-.0388788,9.342301,-.9711152,.2105058,.9396026
-.5226585,.6689487,19.58146,1.518984,.0881147,.7982762
-.0385415,-1.572432,8.819133,-.0912487,.4020996,.9280265
-.3621835,-.7056667,11.49477,-.7111175,.2282777,.9057196
.5106801,.1661491,22.98954,.0162427,.1710322,.9116005
-2.28571,-.0774082,13.07922,-1.682732,-.304332,.7946631
-1.547474,1.277035,2.017937,-2.503942,1.169943,.9817666
-.3354019,-.3505844,15.96413,.0181098,.1016912,.8963654
1.778402,-1.371208,7.892376,-2.127979,-.1336179,.8744794
1.3356,-1.147086,44.84305,.3141834,-.3654288,.7663468
1.274671,-.4252477,35.91928,-.2163333,1.011848,.7601131
.2186983,1.395027,14.94768,-.257994,.6265286,.7601131
1.209638,-.4128271,11.74888,-1.098986,1.04374,.7601131
-.419281,.5508376,17.95217,-1.564002,.4438461,1.109795
1.119923,-.3968331,23.70703,1.399709,-1.204163,1.033349
-.8749481,.6098341,19.19283,-1.095438,1.254664,.9975016
2.798692,-.7544066,18.10164,.4533174,-.3062713,1.253793
-.760498,.3014709,4.977578,-.2150205,.0613509,.9145685
.3078614,1.068865,17.95217,-.3076314,1.027663,.9975016
2.916565,-.7792831,21.70403,1.961281,-1.292301,1.138251
.5723507,-.8546028,6.248131,.1445518,.3468439,.9654527
1.587287,-.6929473,18.46039,1.092577,-.6813811,.9725649
-.1967012,2.416774,7.473841,-.9692469,.6897126,.8045853
-1.653262,-.1759539,5.007474,-.5822781,.5317448,.8025031
-1.130042,-.0603421,5.68012,-.0938178,-.4889913,.8508714
-.6526619,.8582666,14.00598,2.116615,.7508021,.8477454
-.7015891,.8431413,8.96861,-1.257977,.4444295,.7964587
-.8835558,.6027053,27.54858,-1.169887,-.2096474,1.009304
1.454955,-2.026228,12.34679,.6199896,-1.139209,.8422761
-.0914599,1.324446,28.14649,-1.506388,.7392401,1.009304
-.7997568,.4901061,17.48879,-.7239794,.7355562,.9732577
.5488795,-.8961213,15.36622,.2656551,-.2632811,.8426272
-.3499278,.3169697,11.13602,.653787,-.6346985,.9151345
2.283007,-.4904881,20.92676,.8587048,-.2674453,.6643854
-1.228293,.1911941,15.05232,1.817648,1.635835,.8013471
.5221792,.6485801,16.96562,-.3407014,2.169454,.8998259
-.8437485,-.9944,13.45291,.3910465,-.1952101,.9788997
.320859,-.5633592,23.91629,.0200153,.0824379,.8508769
-1.058382,.9970711,6.12855,1.535937,-.2356013,.8149632
.5381238,-.8519154,10.41854,-1.047342,.7996052,.8161044
-.6332923,.8612759,8.96861,-1.198398,.8761175,1.024355
-.5066375,1.091113,5.73991,.0099581,.8051158,.8083344
.0104951,-1.752053,10.41854,-.6136068,-1.368755,.908298
-.4752029,1.662678,10.3139,-1.614028,1.518899,.8012001
2.095145,.7072805,28.04185,1.936039,-.6270158,.8511379
.7841574,-.9538035,16.51719,.1205707,-.3349198,.8511379
-.5860466,-.1409409,5.68012,-.5789894,-1.759768,.9024392
-.0450949,-1.62592,8.96861,-.6016611,-1.318464,.9243785
-.3939322,.5036651,15.39611,1.142104,.4833268,.8012001
-1.005345,.4673935,6.726457,-1.28725,1.044903,1.015315
1.216636,-.4287066,13.40807,.3566136,-.5072455,.8455859
-.0992439,-1.310557,8.400598,-.5620045,-2.281464,.8511379
-.619018,.814509,11.95815,-.1645875,.2447153,.9994828
.6254941,-.3258403,28.02691,1.745317,-1.386273,.8012001
-.0288266,-1.813685,9.177877,3.022686,.6592322,.9243785
-1.099867,1.040558,12.18236,.9486321,.3404139,.8265779
.0681727,-2.359668,8.594917,.1076265,-.0321232,.6901032
.959992,-.63089,11.86846,.8429167,-.9360719,.6856852
-1.559,1.278246,5.650224,.4589592,.8334044,.8063532
-1.761128,.4148407,11.06129,-1.020448,.5631538,.7885948
.2895755,.6347566,14.00598,-.0776682,.6243453,.7124541
-.2383204,1.922171,17.56353,-.3063681,.3945867,.861332
-1.168586,.963117,5.68012,-2.434113,.2229403,.6537815
-.0879629,.2595099,8.19133,.2244465,-.294667,.7470888
1.010678,-.5974823,14.06577,1.023981,-1.177716,1.013856
-.2411974,-.2384887,9.41704,-.4526515,-.361567,.6174616
-.7254871,.0765999,5.68012,-.3514659,-.2773089,.8262875
-.7306262,.0784969,20.92676,.8435016,-.0804294,.6174616
-.1972456,2.130823,28.63976,-.7594905,-.3178272,.8298344
1.082208,-.2396146,14.858,.2264426,.190847,.6860675
.5867605,-.8701557,15.8296,.4723197,-.5793108,1.0814
-1.041182,.3665179,6.905829,-1.875916,.8487828,.8897752
1.836303,.7224075,10.52317,.7763246,-.0792295,.8110855
-.625906,.8338493,9.955156,.6521844,-.344587,.9191777
.8058347,-.9798297,10.41854,.6939756,-1.180564,.8897752
-1.912696,.3485123,8.609865,1.550026,.3547411,.748831
-1.664489,-.1821347,9.342301,-.6143347,-2.148531,.9574749
1.031838,.4541751,17.93722,1.362186,-.072389,.8816136
-.4922833,.6377879,4.992526,.1212596,-.0652869,1.03003
-.2947581,.397433,19.80568,-.1290816,.9605703,1.041518
.6691564,1.547685,12.78027,-.9334671,-.1099961,.9015681
-1.23642,.1846779,10.83707,.3734905,1.13109,1.035953
.4084333,-.2749464,11.36024,.5534641,-.2900098,1.071101
1.195654,-.4141978,11.56951,-.1276518,.8957655,.9928576
.6868279,-.1964856,13.45291,-.9017512,.604394,.9723921
-.6659201,.8794569,19.43199,-.0561176,-.0070173,.9329646
-1.20147,1.342123,14.2003,-1.510517,.7660424,.9329646
1.388541,-2.316694,16.51719,.8647265,-.364829,.8452221
-.6988943,.8182982,17.18983,.208022,.4234444,1.035953
.8824717,-1.174988,20.11958,-1.451632,1.282539,1.123666
-.6541394,.8639592,14.00598,-1.206978,1.665946,1.010712
.1004061,-.3120337,10.80717,-.2415138,-.9815416,.8599702
-1.731591,.253969,12.92975,-1.600631,.9069508,.9723921
2.074124,.7206837,22.2272,.8705181,.1229917,.8110855
-1.277834,.242949,10.68759,-1.35258,.9336012,1.094319
-.661575,.7898722,17.95217,-.1209927,.3590488,1.188486
.0492385,.3777697,37.36921,-.7278885,.2698797,1.233576
.6185369,-.3229925,19.43199,1.539182,-1.319928,1.499061
1.574061,-.6852049,20.52317,.722808,-.5627088,1.45165
.7303875,-1.126409,6.666667,-1.842786,-.5934546,1.120673
.8701768,-1.187855,24.42451,1.086174,-.6459382,1.266285
.331796,-.2982111,28.74439,1.207727,-1.3364,1.342606
-2.468957,-.0883021,8.609865,-1.430477,.5846968,1.079915
1.284004,-.5780602,21.73393,1.635137,-1.599607,1.100202
-2.262925,-.0890218,14.94768,-2.35077,.7317821,1.069638
2.153334,.088472,20.80717,.3969941,.4761334,.8716345
-1.178513,.9520265,14.94768,.4007219,.4241604,.9860927
-.0306737,-1.787507,26.27803,-.3734433,-1.034477,1.003256
.4299854,.1158975,17.23468,1.049428,-2.909518,1.213859
1.297807,-1.12005,14.78326,1.12228,-2.66169,1.20084
.9933956,-.6195371,16.18834,.8854513,-1.053095,1.551013
.3219227,-.5668894,31.34529,.7429404,-.5952266,1.521755
.5276735,-.3727586,22.98954,.908219,-.7304338,1.210689
-.1275337,-.5414259,18.14649,-.7118919,-.2535238,.756614
.7333953,1.103794,16.98057,.2805792,1.040484,1.439474
1.14026,.5860898,23.34828,-2.423804,.473867,.812938
-1.324079,.2270451,21.55456,-.0974949,2.346145,1.039316
-.5213469,.6696947,9.940209,-1.618903,-.7525526,.8982932
.0647295,-1.339266,14.79821,-2.08934,-.2292024,1.072472
-.3528287,1.308248,17.93722,-.8660084,.6861464,.7887694
.5307534,-.3742563,26.06876,.0047991,-.0076366,.7952384
1.67042,-.5720377,16.27803,1.482351,-.8163581,1.098546
1.622999,-.6791208,26.09865,-1.166754,-.7160851,.9995617
-1.271481,.2234664,22.42152,.1586917,-.2299333,.7887694
-.1011357,-1.293146,21.58445,.5300412,-.6154554,1.079435
.2333879,-.5766854,6.920777,.2785618,-.1642626,.7964587
-.3734901,-.0155812,13.87145,-.9291766,.2690307,.8629566
.240943,-1.054893,10.37369,.1725415,.3446241,.7857922
-.0181093,-1.565609,18.6846,-.5086258,-2.059938,.8121955
.3799653,-.8083747,19.04335,.2901723,-.3659726,.8403428
-.0348362,-1.706673,10.46338,-1.058819,.2928638,.8121955
-.1397844,-.546631,21.70403,-.5889093,-2.024013,.8276548
1.181528,-.3428634,17.93722,.3919555,-.5988932,1.26845
1.288634,-1.108815,25.85949,1.127446,-1.314658,1.06875
.9296929,-.7272415,16.08371,1.103642,-1.105816,1.06875
.0417436,.3809811,7.772795,-.975984,.293456,.854942
-.173631,.3628241,17.93722,.0613676,1.983173,.8063422
.8634398,-1.179361,20.47832,.672214,-.0062278,1.189426
-.5948645,-.1369771,14.94768,-1.229803,.3027401,.9420505
-.9318528,-.0356707,19.61136,-.1817059,.1292874,1.073161
.0531377,-1.337839,15.08221,-.3520494,-.8996718,.8780208
.4613,-.3913912,8.699552,.1001231,.6224791,.8403428
-.6474181,.8038334,13.82661,.0058632,.0131667,.8068035
-.2664672,-.2886939,14.23019,.534571,-1.161164,.8681611
-.8853947,.5971069,17.23468,1.65288,2.15686,1.158735
.6894037,-.207208,4.304933,-.2004124,.1119954,.8892367
-.2794367,-.4760893,10.08969,-2.647145,.2593308,.8892367
.9481994,-.6332309,12.01794,.3437821,-.5169652,.8892367
.0866469,-1.229778,8.96861,-.6588247,-1.017979,.8968101
-.7901698,.2776912,8.96861,-.5644631,-.2916276,.9739799
.8050178,-.9163724,18.6846,-.1850269,.3146165,1.174374
1.513286,-1.445768,15.44096,.377985,-.5737492,1.006202
.2867448,.632455,10.3438,2.09007,.8420346,1.36236
-1.289342,.2306088,4.484305,.4286174,.7051572,1.01825
1.019401,.4619323,15.7997,1.341979,-2.515744,.9077816
-.7278495,.0797439,21.49477,1.91458,.9665986,.990009
.7915396,-.9710587,17.54858,.176379,-.5981333,.9570376
.1249289,.4263341,19.53662,-.3483559,.6346104,.9739799
-1.020172,.5669268,4.633781,-.4063387,1.480422,1.405821
-.0986097,-1.29631,12.03288,-.5275261,-1.559189,.9508626
-.0657363,.1009042,12.45142,-.4105062,-.1024751,.998404
.0581912,-1.336219,12.31689,-.5297877,-1.49106,.998404
-.7361845,.0689128,9.686098,-.4599294,1.156813,1.504489
-.5889837,-.1471169,7.174888,-1.10787,.2309533,.998404
.8669013,-1.215902,26.27803,.2486933,-.225504,.7806575
.284059,-1.035513,20.11958,.3045299,-.3855947,.9555949
-.0342349,-1.670757,12.48131,.9781176,-1.482862,.9053025
-1.151988,.9394298,13.45291,.5281985,-.0426736,.8508456
1.483809,-.4489824,18.87892,1.275159,-1.861513,.9163769
1.050769,-.3584815,15.69507,-.3827105,.5793622,.7456351
.039815,.3871731,20.74738,.3837452,1.026541,.9931332
1.3114,-2.92869,31.85351,1.282965,-2.414331,.9225996
-.0507429,-1.893347,11.95815,.2442378,-.704233,.9673622
-.7569785,.2839764,7.473841,.5491427,.1381814,.8558058
.6105026,-1.274559,17.23468,-.7613786,-.4826705,.8558058
.290419,.6334428,10.44843,.2593195,-.471,1.218165
.6248475,-.3279266,25.91928,-.1658102,.1535719,.9882043
-.4457733,1.633367,12.33184,.2763727,-.1715121,1.252059
-.9358329,-.0486566,17.95217,-.180914,-.4668004,1.173746
.1445502,.0287383,10.46338,.1374772,.5765427,1.274748
-1.059329,1.012615,14.72347,-1.836076,2.498002,.9880187
-.8558061,.450226,20.83707,-.1610949,-.9039631,1.274748
-.6978446,.7919952,13.00448,-1.727801,.0362754,1.239214
-.8826237,.609037,17.93722,-.7071406,2.4291,.9508737
-.7123202,.064261,10.91181,-.1664751,.3411835,1.093942
1.219593,-.4116135,19.74589,2.111357,1.167582,.907653
2.180248,-.2947126,19.79073,.6655957,-1.141656,1.152192
.2497217,-1.029691,10.35874,1.374678,-.6926114,1.078273
.8188148,-.6610451,12.70553,.0042713,-.0000901,.915096
-.8511122,1.109002,23.34828,-.3661342,1.552802,.9572011
-.3659985,-.7064381,15.08221,.6025965,.0658266,.9712068
-2.042187,.340584,18.25112,1.05195,-.6606128,1.054366
-.0009109,-1.727907,11.15097,-.5419993,-1.479914,1.482627
-.5915859,-.1510942,11.95815,.4353461,-.9834399,1.2002
-.1978073,2.506728,16.60688,-.3682657,-1.278129,1.110618
-.1403392,-.5320798,9.342301,.6302139,-.3102579,1.123201
-.9425021,-2.030602,10.46338,.8400324,-.2730929,1.123201
-.739301,.065053,7.99701,-2.534994,.2057357,1.190899
-.5118727,1.960099,23.5127,1.843539,.3823227,1.19814
-.6407406,.7929925,11.95815,2.132494,-1.30507,1.097304
-.688049,.8470247,4.484305,-.7044191,2.057896,1.038579
-1.127503,-.0581322,7.473841,-.2352596,1.614297,1.038579
-.4721276,1.611736,16.66667,-.0529388,.4754856,.7235966
-1.590335,.0450609,26.56203,.1439043,-.0910226,.8638644
.815354,-.2997963,12.36173,-.2428851,.2623449,1.005544
-1.347828,.2407703,17.95217,-.427195,.6434633,.5572213
-.0378984,-1.7788,21.55456,-.213642,.1846418,.9680752
.4495206,-1.940171,33.76682,.6129762,-.6254213,1.095152
.8958092,-1.496741,17.95217,.3553205,-.3342613,.938149
-.0489027,-1.532557,15.08221,-.8676342,-1.081245,.6670704
-.3990486,.5527014,10.46338,-.5659806,-2.248738,1.436282
-1.226914,.2014827,8.221226,-.4418591,-1.137968,.9775544
-.6365055,.8756351,7.174888,-1.124615,1.099753,1.274217
-.6608099,.8591557,8.744394,.6246861,.0113039,.9263192
-1.512989,.4971133,6.12855,-.4027182,1.370363,.9263192
-1.494069,1.201934,9.715994,-.2729105,1.323303,1.274217
.0990359,-.3092758,7.533632,-.4041002,-.1004221,1.012546
-.5648257,.5252554,9.925261,-.2585156,1.426959,1.209584
-2.047852,.3546361,17.93722,-1.13146,1.067029,1.11151
1.020283,.456909,24.78326,.882993,-.2260356,.789964
-.8940399,.6009789,14.94768,-1.744107,.7308545,.9372135
1.066712,-.2482907,14.36472,.8389717,-.1354082,.789964
-.9939113,1.488199,8.520179,-.6995407,2.611405,.8508456
-1.290895,.2027462,11.21076,.2453218,.6296463,.7996269
.4370113,.1083082,11.21076,-.891058,.6201316,.8441176
1.165151,-1.526053,21.55456,.7984113,.1971439,.8375769
.3514963,1.844769,13.82661,-1.545004,.8525275,.9372135
-.5942787,-.1497203,7.473841,-.6768078,.3895077,.7395704
.2688098,-1.067313,10.50822,-.8186882,.3231846,.9372135
1.035205,.456327,25.03737,1.212659,-.4974422,.8508456
.7277662,-1.123085,14.36472,-1.466097,-1.184589,.8926586
.225803,.6528994,15.69507,.170509,-.1974502,.8782395
.6743266,1.56717,29.46188,1.318308,-.9804564,1.010379
.5366009,-.8821482,19.43199,-1.573668,.4705517,1.112941
2.166024,-.5796054,30.89686,.5624503,-.5475997,.8782395
.9062614,-1.471252,16.27803,2.432541,-.1449775,1.010379
-.4834146,.0514901,20.55306,1.355066,.9017835,1.140236
.8118653,-.9625726,24.84305,.5783044,-.6469741,.9706848
.464211,-.3797557,7.653214,.834806,-.8275381,1.098704
-1.276388,.2358997,22.82511,-.1247883,-1.011186,.9637895
-1.172392,.9442428,7.967115,-2.062629,1.025426,1.070785
1.38134,-2.165201,14.36472,-.5043594,-2.224331,.9464557
.3872351,-.7882553,23.13901,.7378443,-.9414387,1.0035
.0315496,.3850063,16.81614,.8100036,-1.623822,1.044813
.3194644,-.5617864,29.52167,.3238058,-.510425,1.0035
-1.993413,.3562198,11.2855,-.2421016,2.269345,1.146278
-.3338578,-.3512171,12.85501,.4299749,.4492357,.8640115
-.706815,-.2354992,15.7997,-.0279472,-.2556943,.8573164
.7475356,-.815042,18.74439,-.1935274,-.5818017,.8640115
.636832,2.118369,23.45292,.0690922,2.218817,1.054366
.2027436,1.432721,25.142,-.1000223,.4860563,.8320159
1.210787,-.4273435,18.86398,-1.292704,.9912452,.8320159
.7989914,-.9291298,33.01943,.2684825,-.4987097,.9773468
-.0824206,1.255515,38.0867,-.5873809,.9864149,.8320159
.0264832,-.4542398,6.726457,.1523674,.3080081,.8184733
-.8314288,.4812648,12.15247,2.370645,1.733539,.8640115
-.6099474,-.1441405,6.427504,.6880821,-.9697298,.9744118
.6082416,-1.268053,18.34081,-.5895628,-2.106696,.9807393
-1.449138,1.178006,17.93722,-.0522897,.1066564,.9764812
.6977864,-.2037732,12.571,-.6385735,-.2443454,.9037661
-.4303534,1.646258,22.42152,-.255881,1.158165,1.041954
.8550267,-1.176476,14.36472,.1390384,-.09308,.9458179
-1.838534,.3521768,22.72048,1.150156,.0119709,1.004954
-1.58799,.0473906,6.12855,-2.38347,.4293552,.9996206
-.6294435,.8876626,14.78326,-.1461246,1.333356,1.249616
-1.112429,1.036066,16.44245,-.1979481,.2331237,1.249616
