cog_job,man_job,wage_h,cog_skill,man_skill,weight
.9358895,-.7244101,10.20927,1.098662,-1.205581,.9229488
.8915631,-.5566024,11.49477,1.172278,-1.209674,1.035396
.743847,-.8118902,14.36472,1.278401,-1.031232,1.12546
-.2740236,-.4775907,12.92975,.5102257,2.075993,.9489091
-.9220397,-.0379221,12.92975,.3537564,-.4745961,1.440193
1.900473,.7581182,22.98954,.3677046,.5281624,1.001705
2.06952,.7416807,29.89536,1.194977,-.5143171,.9374414
.7695642,-.9744188,20.83707,.4523954,-.4896281,1.124556
1.062306,-1.006886,13.64723,1.794138,-1.62642,1.115727
1.321196,-.1913499,19.43199,1.107374,-.2584769,1.213247
1.833405,.7158467,28.4006,1.832652,.8072456,1.225499
.3113055,1.067694,19.43199,-.8500873,.8655419,1.132324
.3430724,-1.363537,19.04335,-.2902251,1.052049,.9923081
-.411468,.5432673,9.955156,1.436659,-.0954887,.9869363
.1776326,.3155229,13.10912,.6563348,-.1693268,1.284431
.4383272,.1323854,18.96861,-.5226393,-1.839004,.7954865
-1.043423,1.229759,17.95217,-1.350888,1.000037,1.022414
-.2249372,-1.138466,12.33184,-.15247,-.982466,.9050764
-1.042198,1.225005,17.23468,-.3987061,1.413298,1.071101
.7576352,-.9406355,16.51719,.9853413,-.1839053,.8203442
1.644781,-3.165154,14.36472,.579015,-.1515647,.9055983
1.425598,-2.117702,14.91779,-.8545082,.5940849,.8303803
.1297609,.0069977,4.932735,-1.081308,.253516,.8999325
.5434789,-.9010986,17.87743,1.036749,-1.291029,.832014
-.4270581,.9735655,11.95815,-.4893692,1.016119,1.151762
.0695494,-2.437689,14.37967,.6387978,-.6263055,.8792208
1.074776,-.254908,13.28849,.8801183,-.3056112,.9489588
-1.928379,.3514671,9.16293,-.0492551,.839851,1.059497
-1.407434,1.179268,11.2855,-.5258883,.8376655,.9489588
.0860493,-.7422525,11.67414,-.1422752,-.5238906,1.03003
-.9863988,1.492493,26.90583,2.456016,.3175325,1.059497
-.4589154,1.733944,10.23916,-2.33069,.2630729,1.059497
-.2283665,-1.137362,12.70553,-.8849801,.1515044,.8699805
-2.901808,.51158,4.663677,.431487,-.6971094,.8523067
.7195136,-2.678775,21.55456,-1.256543,.8893009,.9805445
.1826845,1.431182,13.39312,-1.033087,1.032655,.8523067
-.0974437,-1.294801,7.802691,-.4538877,.3745859,.9820147
.237124,-1.036598,11.21076,-.6445623,.3119172,.9896837
-1.14592,1.078318,10.46338,-.2551403,.2743502,1.080078
.2007112,1.460464,19.59641,-1.14072,.9344836,.8593215
-.3187738,-.1315267,12.21226,-1.542624,-1.872453,1.088969
-1.609073,1.508456,10.77728,-.5848333,.4697267,1.210172
-.4000812,.5407846,8.96861,-1.421156,.6689963,1.107441
-.3543414,1.305064,7.100149,-1.413962,-.9512871,1.100297
-.3108463,-.1322558,8.609865,.8329196,-.0997358,1.028777
1.285474,-1.107625,9.192825,.4947381,-.0558489,.9702953
.9317545,-.7306311,17.87743,1.021561,-.5645774,1.027237
.2911488,.6204157,9.880419,-.479751,.3095008,1.053791
-1.169446,.964312,16.44245,-.0358293,.3207695,1.131512
-.1466118,-.5076995,13.45291,.5973489,.681906,1.028777
-.599252,-.1490517,12.06278,-.5516389,-1.835429,.996081
-.551367,.6858936,20.92676,-1.608881,.7883907,.9241378
1.025872,.4627258,27.29447,.9646834,-.1807666,1.074344
1.192826,-.4111207,20.85202,-.2687637,-.2304709,.6822302
.3886315,-.7991647,8.684604,-.581395,-1.42194,1.123246
-.3673604,.4395693,19.98505,-1.3669,.958208,1.405694
.6299427,-.324041,8.96861,-1.731472,.2492385,.7853328
-.7623715,.30435,11.95815,.8791907,.9082513,1.297768
.0085478,-1.799143,8.96861,.1149618,.4162457,1.182997
.8948795,-1.50317,23.94619,1.526708,-1.64032,1.554581
.4093185,-.2690034,27.29447,2.003844,-1.473624,1.226745
.0440335,.389824,13.45291,-.5931652,-1.779644,.5536542
1.133481,.2631452,14.36472,.5500234,-.8974407,1.140951
-.3280987,-.1307007,11.49477,-1.948337,1.209922,1.233595
-1.499306,.5030614,10.76233,-.9154053,1.638358,.9953128
1.212526,-.4210579,12.18236,-.8488901,-.5894562,1.257313
.50934,.1731801,10.91181,.3856679,-.527564,1.30912
-.2466791,.0393444,8.520179,-1.141814,.7769607,1.33429
1.002265,-.6118501,8.221226,.5329491,-.768305,1.008394
-.8282928,.4710493,6.352765,-.3429782,1.298849,1.187031
-1.063362,1.003615,6.278027,-.9601886,.2322714,.9805757
-.4228274,1.478232,13.45291,.0957303,-.3170158,1.162313
-.406989,.5537371,12.21226,-1.785425,.4643355,1.338873
.1650229,-.0089153,2.331839,-.5721639,-1.077472,1.024155
1.236332,-.399566,18.6846,-1.243235,1.783286,1.337201
-.7269638,.0702181,9.715994,-.7995889,.6152925,1.024155
.933954,-.720211,19.29746,.9599008,-.9161994,1.055206
.5877882,-.4469619,6.427504,.6598862,.5983589,1.303127
-1.125875,-.0588227,7.473841,-.6033483,.4993222,1.300239
1.009557,-.5966808,15.96413,.6325058,-.4079328,1.010303
1.352559,-2.703087,15.27653,.9455391,-.6635743,1.162313
1.075972,-.2453118,14.15546,.9433041,.0627428,1.010303
-.9769158,.9160138,5.979073,1.410993,-.4109712,1.280298
1.32682,-.9086606,20.52317,1.583622,-.8818824,.9869436
.4856481,.1599625,10.05979,.0856747,.6664855,1.009247
.7621977,-.9648846,13.79671,.3514423,-.3911354,.9518753
-.2352563,-.3415612,14.94768,-.0486213,.1037917,.9536046
-1.998993,.3325299,4.484305,.6530349,-.8215678,1.035663
.3712445,3.173301,9.880419,.0552286,.4612514,1.041737
1.2273,-.4279487,17.87743,-.1152221,.1861298,1.041737
.3865171,-.8101595,12.21226,-.7165818,-.9390967,1.011081
1.810933,-.2938644,7.638266,1.329755,-.4683684,1.223698
.8837659,.3103978,8.96861,-.1179363,.1620477,1.320131
.006361,-1.830975,21.04634,-.3534909,-.530306,.6742028
-.2453148,.0399467,9.387145,-.001363,.3214033,.9067855
-.6800607,.7949796,20.11958,1.557565,-.7144793,.8364633
1.099711,-.2605037,16.66667,.5321779,1.927245,.8349397
1.470578,-2.010296,28.74439,.3381751,-.5315977,1.060002
.2575788,-1.065182,10.77728,-.0206768,-.4918275,.8475009
-1.428761,1.192115,23.70703,.5116229,.1163543,.845665
-.4672019,1.720645,15.7997,-1.008279,1.373965,.9831174
-.3830932,-.0150254,16.51719,-.9840218,.249812,.837259
-.2494148,.0371385,6.935725,.8898692,-.0718634,.7899952
-.1392104,-.5295928,14.2003,-.2593459,-.9105553,.8564104
-.4207927,1.480068,13.36323,-2.242881,.0588681,.9259278
-.4875753,.0507322,8.221226,.6588113,-.8691481,.8415116
-.54882,.6832075,8.96861,-.3849635,1.405253,.9088567
1.273535,-.4462276,26.44245,.429346,-1.260023,1.001113
.8267574,-.6671267,24.63378,.0642831,.073935,1.046618
.8325027,-.6593727,30.79223,.4339112,-.3681943,.8259016
-.0294404,-1.673189,12.45142,1.772161,.0646315,.8243964
-.2488163,.0384579,12.92975,-.78922,-1.002337,.8740861
.7723473,-.9385835,13.79671,.4171548,-1.029261,.8953363
-.1857888,2.521919,18.34081,-.7934862,2.456739,.9701648
-.0208724,-1.732303,13.21375,-.3696594,-.3555403,.8740861
.4991049,.1395835,13.45291,-.400882,.2399317,.8953363
-.5220301,.6824458,14.57399,.1495123,.5550495,.8259016
1.438066,-1.458441,22.27205,.2021832,-.5065557,.9140282
.6089482,-1.275839,14.97758,-1.59491,-.2746035,.8847415
.3397907,-1.353864,10.05979,-.1254331,-.4840506,1.249969
-1.11397,1.045962,7.847533,-.2925446,.7892707,.9712068
-.7654549,.299173,6.352765,-2.857434,.4999802,.874654
-.716957,.072228,16.1136,.6781934,-.0778484,1.105985
1.038631,-.3626494,18.6846,-.2407755,1.013938,1.080435
-1.249408,.1937976,7.473841,-1.417516,.9125731,.939134
1.161309,-.5854992,22.42152,.9355053,-1.781438,1.098851
1.01723,.4535264,26.03886,.9723047,-.0947513,1.105985
-.2809398,-.4631915,13.03438,.6380821,-1.753184,1.136933
1.056124,-.3590094,25.142,.6802938,-.6303307,1.098851
-2.083389,.4068359,9.192825,.1329556,.0932416,.874654
-.7716547,.2940619,8.221226,-1.86264,1.290021,.8698794
-.7450548,.2524182,5.605381,-1.890972,.7622388,.9746324
-.3844369,-.0325664,7.60837,-1.042394,.2992986,.9192291
.3493612,-1.153759,13.79671,.2403674,-.2178205,1.063557
.956777,-.6027457,15.7997,1.131472,-1.251814,1.003296
1.462451,-2.001419,13.37818,.5164065,-.4911188,.9462627
1.164055,-.5831844,41.50972,1.766162,-1.658676,.951651
.5504653,-.859542,21.22571,.7944885,-1.113321,1.094836
-1.424179,1.200195,18.41554,-.5712212,.521246,1.205973
-1.139872,-.0630522,10.16442,-.6453711,.5570229,1.407018
.0005558,-1.816872,12.66069,-.5704071,-1.812724,1.042163
.75133,-.9635972,28.10164,-1.690275,-.6661589,1.218416
.3612688,1.878551,14.94768,-.4236321,1.367064,1.39161
.9592707,-.6407084,16.92078,.8286995,-.8153195,1.121878
-.3981887,.5331233,10.46338,-.1686055,.183988,1.196361
1.56067,-.6919274,24.78326,.8480468,-.5340769,1.209027
1.494237,-.4533328,12.571,.9587911,-.8656958,1.232793
1.851937,.7292587,22.42152,-.1741729,.1522851,1.162714
.781675,-.9481533,14.36472,-.9954397,1.855213,1.2278
.0561297,-1.313867,22.42152,.1093202,-.5233157,.755118
-.2289593,-1.135069,16.81614,-.0112541,-.002264,.6608073
-.4475051,1.622193,16.81614,-.0243,.028162,1.096359
-.6027749,-.1383208,4.260089,-1.202866,.3690143,.7693368
.198648,1.398677,14.94768,-.0499592,.5717619,1.15829
1.75137,-1.418823,31.61435,1.36333,-2.816579,.6807673
.0853631,-.7414516,25.62033,1.043829,-1.518636,.9163769
.3759595,-.7980645,15.32137,.4846864,-.0154156,1.204988
-.7248176,.072744,11.95815,2.013087,-.9744564,.775396
-1.415937,1.220219,13.91629,-1.153322,.452666,.874654
-.043853,-1.681021,19.40209,.2703437,-.4409407,.748831
-.8123915,.4950904,19.01345,.4459299,-1.486825,.8699805
-.6356684,.8480038,11.95815,-.0918673,.3491193,1.03003
1.176972,-.3469533,9.342301,1.183815,-.0201412,.7776325
-1.000883,.1784679,6.352765,.8938867,-2.308069,.7842871
.2483899,-1.103601,14.12556,.2622577,-.3995028,1.039941
.9824913,-.6299773,12.46637,.755067,-1.015528,1.127046
-.1597601,-.5448641,12.13752,-.2963089,-1.594601,1.127046
-.1089316,.2464474,18.6846,-.3915084,.573455,1.093815
-.032946,-1.587001,10.08969,.4991518,-.0591855,.8479401
.4960364,.1503009,17.23468,.4278767,-.367366,1.166356
-.304722,-.1035547,18.80419,1.371335,-.6526971,1.091011
-2.251032,-.0817882,5.306427,-.0472624,-.1348802,.7881446
-.495935,.0566704,8.310911,-.6306452,-1.520566,.7881446
-.1053387,1.128091,8.96861,-1.53664,.8564606,.9972884
-1.964798,.3451731,8.400598,.0868612,2.093864,.9156547
-.7672904,.2846659,5.829596,-1.701918,.6869843,.9972884
-.0740561,1.23723,8.96861,-1.715793,1.354067,.9918431
.3935511,-.8074869,9.686098,-.0459628,-.4043692,.9650851
-1.108617,1.000337,13.48281,-1.428624,.7516865,1.004834
1.719177,-1.39087,13.45291,1.290256,-1.608415,1.04813
1.871712,.712341,17.75785,-.2099198,.736321,.878675
.2139225,1.425273,29.14798,-.2259332,1.440508,.8111406
-.1791058,.3635006,15.71001,-.7640609,.5184153,.9542846
-.5192155,1.954697,10.88191,-1.345671,.9813783,1.047673
-.2199777,.5089207,9.715994,-.7849963,2.10491,.8111406
1.547659,-1.010586,17.93722,.7559354,-.9902987,.9833912
1.139226,.5854491,13.28849,-1.365455,.8862947,.8562028
-.3636561,-.702861,6.352765,-.2706966,-.1748849,1.031045
.5731912,-.8535755,19.40209,.2259755,-.7475464,1.074736
-.2321802,-.3361001,10.53812,-1.253228,1.047189,.9217487
.4529064,-.3890725,10.3438,.5828076,-.4073926,.748831
-1.164024,.9609337,9.745889,-.7035689,1.697862,.999604
-1.179825,.9551344,14.94768,-.4691909,.0034893,.999604
-.8704048,1.144048,15.54559,-.1062206,.2111807,.9941458
-2.278988,-.0667394,7.100149,-1.022779,.2302727,.748831
1.0073,-.6432667,7.473841,.394091,-.7675217,.878675
-.7346022,.0809307,6.502242,-1.372569,.4286277,.748831
-1.01144,.4472236,16.81614,-1.424889,1.123003,1.033518
-.2139247,2.18908,10.77728,-1.453774,1.159383,.9382739
-.5040967,1.084678,14.58894,-1.286011,1.168652,.8155641
.9611105,-.6229112,15.93423,1.160011,-1.001172,1.0625
-1.351199,.2284469,11.21076,.4837871,-.6007461,1.02691
-.2640429,-.2870552,9.701046,-.2123688,-.2593097,.9685346
-.4757984,1.747413,14.94768,-.8562559,.5376642,.8222518
-1.645197,-.1868747,6.248131,.212395,-1.218714,1.017934
1.166589,-1.520374,11.49477,2.407533,.6632022,1.097857
.9159194,-.7191752,14.58894,.8422676,-1.237988,1.204368
.7354046,1.10075,16.4574,-1.039895,.3582075,1.171516
.096915,-.3069894,10.05979,1.030654,-.7848176,1.067585
.8413286,-1.195354,24.97758,.8014823,-.4472404,.9802339
2.671585,-.7693666,25.142,1.369483,-.4295742,.8956266
-1.357792,.7876122,14.94768,-.6201296,.4953579,.9865412
-1.387605,1.198551,20.92676,-.1408957,1.098206,.9865412
.8317275,-.6547027,12.06278,.2015639,-.4465039,1.004066
2.010948,.7616692,19.43199,.1621042,.0021925,.8169057
-.440915,1.638436,7.473841,-.7422801,.3860916,.8698794
1.806762,-.2921092,9.581465,1.669797,.102403,1.066819
-.0574306,-1.862077,12.92975,1.987535,-.1946716,.7960305
.3378655,-1.367721,7.473841,.2375835,-.075581,1.062186
-1.070853,1.014652,10.46338,-.9215676,.6838518,.7400427
-.6575237,.8270603,9.192825,-1.262077,.8253773,.7959367
-.3150273,-.1171253,15.91928,.7397249,-.2316186,1.087383
-1.798291,.4179751,8.96861,-.5754828,-.1426853,1.015129
.0322135,.3933904,10.67265,-.3887745,-.426997,.9996243
.7237935,1.115525,12.19731,-.3117647,1.279181,.8628316
-.171458,-.4918146,16.51719,-.8733728,.5039954,1.149566
.8726675,-1.218413,22.98954,.6731841,-.3733219,1.165573
-.8191458,.4935269,17.23468,.8511018,-1.120639,1.461397
-1.894927,.3554093,7.473841,-.6539661,2.210687,1.093415
-.16234,-.530247,2.869955,-1.187227,.2198946,1.318044
-.3176096,-.1104808,6.12855,-.798747,.1091445,.9216347
.8541222,-1.173935,25.72496,.6175585,-.6024528,.7959367
-.3707534,.4376841,10.41854,-.9198687,1.083818,.8834991
-.3594414,2.849154,10.46338,-.2714066,1.356878,.7400427
.2203067,1.408141,10.26906,-.0616309,.5658311,1.336335
-.2113061,2.263208,7.473841,-.7900125,2.012901,1.336335
.2890826,.6293201,12.10762,-.7657897,.2736059,1.375625
-.1879923,2.794864,20.83707,-.0416734,.618602,1.257357
.5889327,-.4479179,13.45291,.8630761,-1.228378,1.450211
-.0097017,-1.610385,12.571,-.8639582,.3837857,1.228184
-.1210406,-.5441768,8.221226,.7540725,-.0605172,.8928902
-.1231951,-.5404717,7.473841,-.7320796,-.2624277,1.241967
.3260282,-.5650093,20.11958,.2549933,-.4285849,1.359419
-.0117841,-1.688075,1.001495,-.4763297,.2171042,1.221958
2.442151,-.7592167,24.66368,1.656369,-.493113,1.337039
.0203889,-1.598303,7.99701,-.6227079,.4170885,1.164156
-.0586242,-1.700029,14.76831,.4683551,-.4642562,1.242337
-.1305853,-.492676,11.95815,-1.037216,1.074437,1.405818
.5628798,-.8893779,16.81614,.2218032,-.1092886,1.05946
-.6009318,-.1591662,6.726457,-.8511665,.2013259,1.180689
.279186,-1.038941,11.95815,-.6984829,-.3227445,1.248152
-1.383841,.784981,14.94768,1.272442,-1.187753,1.005897
-.7213836,.0679118,22.42152,1.20453,-.0814805,.7972544
1.094247,-.2400832,7.922272,-.6660871,.5023353,1.009482
-.8366301,-.9894197,5.979073,-.892773,.6854838,.945954
.1499635,.025421,9.955156,-1.017122,.9006475,.9240239
-.7944778,.2770194,9.895366,-1.264942,-1.551882,.9902791
.2963908,.6248049,9.715994,-.9738863,.2564775,.9828233
-.745909,.2533023,9.626307,-.1995388,-1.524084,1.289992
-.2430799,.0366137,10.80717,-1.300008,-.7516839,.9863077
.2069368,1.434331,23.91629,-.6744304,2.417209,.8681887
-.9309102,-.0473951,14.2003,-.1029224,.1449423,.9203226
.4620455,-.3919935,5.784753,2.598917,.4675432,1.009611
-1.195885,1.335027,29.6562,-.7773333,.7842919,.9193302
-.3441551,.5641545,10.46338,1.193707,-2.175033,1.165014
.5257892,-.3680039,8.96861,1.00597,-1.109284,.9560599
-1.385583,.780014,7.174888,-1.602959,.9903431,1.165014
.6000946,-1.241885,10.52317,-1.109095,1.008632,.8474458
1.205341,-.4454506,11.95815,1.003807,.7279921,1.059942
-.0807746,1.254302,14.57399,-.6727953,.5417074,1.118456
1.712984,-1.36952,31.61435,.7026014,-.7712382,.9947321
.7312276,-1.125197,17.62332,1.263921,-.6996958,.9689206
2.468438,-.7535466,18.44544,-.6352345,-1.505344,.9750937
.2562235,-1.083488,17.95217,1.997818,.6956772,.8707781
.4749984,.1509555,18.32586,.1050705,-.0585372,.9750937
1.111551,-.8244758,25.142,1.979707,-1.403605,.9972682
.7960028,-.9807847,22.98954,.2691365,-.501228,.9503903
-1.257158,.1993993,11.86846,.1128204,1.172348,.8668435
-.1521125,-.532939,17.36921,.8639114,-.4904698,.8668435
1.369837,-2.062702,12.98954,-.9207644,.4540658,.7916272
-.1493876,-.5110983,13.45291,-.3601097,.1076238,.59437
-.0921327,1.319698,22.66069,-1.314957,.9059774,.8967274
.5969433,-1.264948,18.31091,.4115321,-1.543144,1.167529
-.000136,-1.54355,13.79671,-.7088477,-.5150275,1.167529
-1.032723,.0949549,7.653214,.5659028,.9686238,1.00348
.3352504,-.2389105,23.94619,-.0339681,.1285692,1.03078
-.6905812,.8202596,12.70553,-.2359684,-.1966424,1.193546
2.102017,.7609447,21.71898,1.288659,.2834819,1.144955
-.3031617,-.1329447,23.34828,.0840133,.079417,1.215965
-.2593581,1.909754,22.42152,.1193011,-1.528832,1.149037
-.4466914,1.69522,16.44245,-.6521006,.6338197,1.109258
-.4053509,.5366911,14.94768,-.5395054,.7080718,1.275858
-.6625572,.8051978,17.36921,-.3178791,.6144711,1.487058
.1978639,1.458809,20.40359,-.2756343,1.377813,1.03606
2.400058,-.7370556,27.33931,-1.472027,.7089559,1.03606
-.7192258,.0841223,11.21076,1.644311,-.7093506,1.474366
-.8920903,.6112936,24.26009,.5394945,.3419358,1.069022
1.385113,-2.296879,16.62182,-.4885854,-1.696848,1.047698
-.1899578,2.16181,14.94768,-.1444693,3.03383,1.205363
.3979131,-.2756849,28.74439,1.480166,-.1911538,.9301712
.8196977,-.6528736,16.32287,1.025047,-.9722772,.9507892
1.665193,-.1010359,28.74439,.8185911,-1.460766,.6368244
-.0798054,1.252673,45.00747,-.6622143,1.203573,1.45548
-1.337664,.2313206,3.901345,-.6100166,.4848706,1.043946
-.3763933,-.0234117,14.00598,-1.118171,.2684368,.9490708
-1.40573,1.145268,27.429,1.044922,-1.429932,.9541688
.4138474,-.2714194,23.5426,.0577254,.0651806,.825398
-2.061843,.3398425,5.949178,-2.056763,1.225815,1.059497
1.289748,-1.117906,1.569507,.6681293,-.3425346,.7309072
1.053329,-.3609571,29.89536,1.35886,.8997278,1.085939
-.2767403,-.4715143,8.684604,-.8667704,-.4009365,.893414
.2595895,-1.091085,10.43348,.2154972,-.1611045,.6255239
-.1565296,-.4944262,10.23916,.0862513,-.2485954,.8654615
-1.858731,.3201081,8.96861,-1.136687,.6539674,.7432055
